"UniProtID","functional_class"
"Q92462","Enzyme"
"Q10PI9","Enzyme"
"Q9SRT0","Enzyme"
"Q08D68","Enzyme"
"Q9Z2L6","Enzyme"
"Q566Y9","Enzyme"
"Q5RET5","Enzyme"
"Q0IHA5","Enzyme"
"Q8BLF1","Enzyme"
"P43341","Enzyme"
"P44046","Enzyme"
"Q9UKM7","Enzyme"
"Q7YU24","Enzyme"
"Q8BH82","Enzyme"
"O44857","Enzyme"
"P07861","Enzyme"
"P08466","Enzyme"
"Q9W5Y0","Enzyme"
"Q9W436","Enzyme"
"Q8T062","Enzyme"
"O60906","Enzyme"
"Q9NA25","Enzyme"
"O75783","Enzyme"
"P58873","Enzyme"
"F4JUU5","Enzyme"
"Q9NTJ5","Enzyme"
"Q9D8V7","Enzyme"
"Q9C9C0","Enzyme"
"O95630","Enzyme"
"P33894","Enzyme"
"Q06010","Enzyme"
"Q8A1G3","Enzyme"
"Q9U969","Enzyme"
"Q05319","Enzyme"
"O55207","Enzyme"
"Q9NX52","Enzyme"
"Q84MB5","Enzyme"
"Q9CAN1","Enzyme"
"Q6LZY8","Enzyme"
"Q5RBS4","Enzyme"
"P93042","Enzyme"
"O64495","Enzyme"
"Q9ES52","Enzyme"
"Q9W0I6","Enzyme"
"P53324","Enzyme"
"P15367","Enzyme"
"Q7XZU3","Enzyme"
"P32368","Enzyme"
"Q9Y2H2","Enzyme"
"Q5R7K7","Enzyme"
"P97321","Enzyme"
"Q99287","Enzyme"
"Q9C5G5","Enzyme"
"Q9LZA6","Enzyme"
"Q01475","Enzyme"
"F4JXC5","Enzyme"
"Q0WUG6","Enzyme"
"Q9Y265","Enzyme"
"Q8IWX5","Enzyme"
"O15357","Enzyme"
"P50427","Enzyme"
"Q9BX95","Enzyme"
"Q8W5R2","Enzyme"
"Q4F883","Enzyme"
"Q9MA96","Enzyme"
"P28687","Enzyme"
"P53541","Enzyme"
"P13801","Enzyme"
"Q9UBP0","Enzyme"
"Q9VCA9","Enzyme"
"Q9UQ90","Enzyme"
"Q5F383","Enzyme"
"P56677","Enzyme"
"Q9M9H7","Enzyme"
"A2A6C4","Enzyme"
"P08842","Enzyme"
"P23739","Enzyme"
"Q78EG7","Enzyme"
"Q9SU50","Enzyme"
"O43280","Enzyme"
"P36165","Enzyme"
"Q63HR2","Enzyme"
"Q9ER41","Enzyme"
"Q8IU80","Enzyme"
"P56180","Enzyme"
"Q1JRP2","Enzyme"
"Q5S248","Enzyme"
"Q3T0W0","Enzyme"
"A3KPQ7","Enzyme"
"Q5FWI3","Enzyme"
"O15393","Enzyme"
"P57727","Enzyme"
"Q8K093","Enzyme"
"Q9H3S3","Enzyme"
"Q7RTY8","Enzyme"
"O60235","Enzyme"
"O04348","Enzyme"
"P0DJQ9","Enzyme"
"Q86T26","Enzyme"
"Q6IE14","Enzyme"
"B0BNF0","Enzyme"
"Q9NRS4","Enzyme"
"Q9BYE2","Enzyme"
"P0AEH1","Enzyme"
"Q8AXN9","Enzyme"
"Q9Y230","Enzyme"
"Q9NDV2","Enzyme"
"Q9D958","Enzyme"
"Q9UTE0","Enzyme"
"Q8I0P1","Enzyme"
"O15743","Enzyme"
"P08395","Enzyme"
"P27654","Enzyme"
"P40308","Enzyme"
"Q5T1C6","Enzyme"
"P34163","Enzyme"
"Q12043","Enzyme"
"Q9JHJ7","Enzyme"
"Q8TCT6","Enzyme"
"P09620","Enzyme"
"Q09175","Enzyme"
"O35082","Enzyme"
"P97629","Enzyme"
"P60785","Enzyme"
"Q19202","Enzyme"
"Q9NR71","Enzyme"
"P0DJJ2","Enzyme"
"Q9D5T0","Enzyme"
"Q8NHH9","Enzyme"
"A7LXT7","Enzyme"
"W8W138","Enzyme"
"Q5B430","Enzyme"
"P53223","Enzyme"
"P43571","Enzyme"
"Q5A651","Enzyme"
"A5A6K7","Enzyme"
"Q5E9C1","Enzyme"
"P70343","Enzyme"
"P9WHR3","Enzyme"
"Q27970","Enzyme"
"F4IH31","Enzyme"
"Q8K4Y7","Enzyme"
"Q90240","Enzyme"
"P42787","Enzyme"
"Q80V42","Enzyme"
"P38812","Enzyme"
"Q9HCG7","Enzyme"
"Q8N9F7","Enzyme"
"P39722","Enzyme"
"Q9TUI8","Enzyme"
"Q9U1H8","Enzyme"
"O67077","Enzyme"
"Q6RHW2","Enzyme"
"Q8K337","Enzyme"
"Q08227","Enzyme"
"Q9WVR1","Enzyme"
"Q5EAF2","Enzyme"
"A1A4Y4","Enzyme"
"P12554","Enzyme"
"Q9FF10","Enzyme"
"Q9QZK5","Enzyme"
"Q812F3","Enzyme"
"P07099","Enzyme"
"O43464","Enzyme"
"Q14642","Enzyme"
"Q24K02","Enzyme"
"P28627","Enzyme"
"Q96T52","Enzyme"
"P46972","Enzyme"
"Q9VYF2","Enzyme"
"Q94AS5","Enzyme"
"P40051","Enzyme"
"Q9QZ85","Enzyme"
"Q9FIM2","Enzyme"
"Q9SAJ3","Enzyme"
"P32621","Enzyme"
"Q9JL56","Enzyme"
"Q02883","Enzyme"
"P73437","Enzyme"
"Q9NQR9","Enzyme"
"Q148G2","Enzyme"
"O19133","Enzyme"
"Q39102","Enzyme"
"P73179","Enzyme"
"Q84WU8","Enzyme"
"O80983","Enzyme"
"Q9FGM0","Enzyme"
"P37476","Enzyme"
"P9WQN3","Enzyme"
"O18412","Enzyme"
"Q92562","Enzyme"
"P23797","Enzyme"
"P04062","Enzyme"
"Q9LFR0","Enzyme"
"Q3MHZ7","Enzyme"
"Q8CFB4","Enzyme"
"A7LXT0","Enzyme"
"P40015","Enzyme"
"Q6AYC2","Enzyme"
"Q5BJY4","Enzyme"
"Q9NX62","Enzyme"
"Q0WQ41","Enzyme"
"P23276","Enzyme"
"P13134","Enzyme"
"Q39041","Enzyme"
"P48794","Enzyme"
"Q66165","Enzyme"
"Q9SYK0","Enzyme"
"Q9D8V0","Enzyme"
"Q12039","Enzyme"
"Q70KP1","Enzyme"
"Q8L7S6","Enzyme"
"O17798","Enzyme"
"Q19791","Enzyme"
"P08148","Enzyme"
"Q9USP5","Enzyme"
"P49018","Enzyme"
"P91406","Enzyme"
"Q7Y208","Enzyme"
"P46943","Enzyme"
"Q38890","Enzyme"
"Q6GMR7","Enzyme"
"Q13283","Enzyme"
"O80860","Enzyme"
"P0AAI3","Enzyme"
"Q9WZ49","Enzyme"
"P42837","Enzyme"
"O35409","Enzyme"
"P0AD68","Enzyme"
"P26016","Enzyme"
"P30432","Enzyme"
"Q80W54","Enzyme"
"G5EEP3","Enzyme"
"Q9Y256","Enzyme"
"Q9H0R5","Enzyme"
"F4HTM3","Enzyme"
"Q99LY2","Enzyme"
"Q640M6","Enzyme"
"A1A5Z0","Enzyme"
"Q9FZP1","Enzyme"
"Q9MYY0","Enzyme"
"Q2M3T9","Enzyme"
"P04850","Enzyme"
"Q9VFJ3","Enzyme"
"Q9UL19","Enzyme"
"Q8VZG2","Enzyme"
"Q8S3J3","Enzyme"
"P09958","Enzyme"
"Q96PP9","Enzyme"
"Q6IE75","Enzyme"
"B2IZD3","Enzyme"
"Q2HJ40","Enzyme"
"A7LXS9","Enzyme"
"A7LXT3","Enzyme"
"P51559","Enzyme"
"P06814","Enzyme"
"Q63072","Enzyme"
"Q9VT65","Enzyme"
"O95498","Enzyme"
"P46467","Enzyme"
"Q9VKD7","Enzyme"
"Q02896","Enzyme"
"P32329","Enzyme"
"Q9XU84","Enzyme"
"P60932","Enzyme"
"O65399","Enzyme"
"Q9FGH4","Enzyme"
"P42892","Enzyme"
"Q9JMI0","Enzyme"
"P79784","Enzyme"
"Q9Y5L3","Enzyme"
"Q9NZ08","Enzyme"
"Q9Y2C4","Enzyme"
"Q5AVZ7","Enzyme"
"P13559","Enzyme"
"P22413","Enzyme"
"O14638","Enzyme"
"Q6DDP3","Enzyme"
"Q3V1F8","Enzyme"
"Q6P179","Enzyme"
"Q94F30","Enzyme"
"Q91XQ2","Enzyme"
"P52911","Enzyme"
"Q88QS0","Enzyme"
"Q6EPN8","Enzyme"
"P97687","Enzyme"
"Q9Y227","Enzyme"
"Q8BTJ4","Enzyme"
"Q5BKW7","Enzyme"
"O75355","Enzyme"
"O75354","Enzyme"
"Q8K0L2","Enzyme"
"Q7XJJ7","Enzyme"
"Q9XVE5","Enzyme"
"Q9LX20","Enzyme"
"Q9VC57","Enzyme"
"P25641","Enzyme"
"Q5FYA8","Enzyme"
"P58242","Enzyme"
"Q9SQG2","Enzyme"
"Q9Y4D2","Enzyme"
"Q8NCG7","Enzyme"
"Q86YN1","Enzyme"
"P47013","Enzyme"
"P39054","Enzyme"
"Q8L868","Enzyme"
"Q9ZQG9","Enzyme"
"Q94CD8","Enzyme"
"Q9VHR8","Enzyme"
"P14740","Enzyme"
"B2RKV3","Enzyme"
"Q9SE83","Enzyme"
"Q8VYE5","Enzyme"
"B7GPC7","Enzyme"
"Q8IS64","Enzyme"
"Q9FHX5","Enzyme"
"Q9FJU9","Enzyme"
"Q9C7U5","Enzyme"
"Q9M088","Enzyme"
"Q6NKW9","Enzyme"
"Q9EQG7","Enzyme"
"Q6UWV6","Enzyme"
"Q5RED8","Enzyme"
"P22255","Enzyme"
"P44466","Enzyme"
"P33013","Enzyme"
"Q61655","Enzyme"
"O22609","Enzyme"
"P96614","Enzyme"
"P09543","Enzyme"
"Q8MPP3","Enzyme"
"P20449","Enzyme"
"P0AEB2","Enzyme"
"Q09747","Enzyme"
"P53008","Enzyme"
"P35150","Enzyme"
"P18962","Enzyme"
"O82261","Enzyme"
"P0C0V0","Enzyme"
"P0AEE3","Enzyme"
"G5EGJ9","Enzyme"
"P54861","Enzyme"
"P16444","Enzyme"
"Q6AXW7","Enzyme"
"O61305","Enzyme"
"Q6ZFZ4","Enzyme"
"O35303","Enzyme"
"Q9DA79","Enzyme"
"P9WQL9","Enzyme"
"Q9H1R2","Enzyme"
"P40087","Enzyme"
"Q62167","Enzyme"
"Q59SU1","Enzyme"
"B3PIB0","Enzyme"
"Q8WUJ3","Enzyme"
"I1WVY3","Enzyme"
"O84876","Enzyme"
"O84875","Enzyme"
"P40953","Enzyme"
"P28293","Enzyme"
"Q0T963","Enzyme"
"A0A0U4EBH5","Enzyme"
"Q0II73","Enzyme"
"B8JLQ9","Enzyme"
"P27614","Enzyme"
"P42573","Enzyme"
"G5EBI4","Enzyme"
"P9WKD3","Enzyme"
"Q7KT91","Enzyme"
"Q0J2B5","Enzyme"
"Q8VZH2","Enzyme"
"Q9S9K4","Enzyme"
"Q24238","Enzyme"
"Q8S9J6","Enzyme"
"Q6HA09","Enzyme"
"Q5W7F1","Enzyme"
"Q9R158","Enzyme"
"Q8JIY1","Enzyme"
"Q07075","Enzyme"
"Q84N64","Enzyme"
"Q5U395","Enzyme"
"A4D256","Enzyme"
"G5EB30","Enzyme"
"P9WP65","Enzyme"
"Q9C942","Enzyme"
"O74369","Enzyme"
"Q9Z319","Enzyme"
"Q4WNV0","Enzyme"
"Q9M7I7","Enzyme"
"Q8R4X1","Enzyme"
"Q8VD53","Enzyme"
"Q9VAC5","Enzyme"
"Q9Z0F8","Enzyme"
"O43506","Enzyme"
"Q9R159","Enzyme"
"Q9JLN6","Enzyme"
"P56658","Enzyme"
"P47820","Enzyme"
"Q96HD9","Enzyme"
"Q61824","Enzyme"
"O88839","Enzyme"
"Q05910","Enzyme"
"Q56H28","Enzyme"
"Q9NDG8","Enzyme"
"Q9NUN7","Enzyme"
"P21836","Enzyme"
"Q8BM81","Enzyme"
"Q8GWW6","Enzyme"
"P21588","Enzyme"
"P53369","Enzyme"
"Q80UX8","Enzyme"
"Q9R160","Enzyme"
"Q9BZ11","Enzyme"
"Q61072","Enzyme"
"Q8N2K0","Enzyme"
"Q802V6","Enzyme"
"Q9QZC8","Enzyme"
"Q1LZ86","Enzyme"
"Q9BUJ0","Enzyme"
"Q9Z1Q2","Enzyme"
"P36196","Enzyme"
"P07140","Enzyme"
"G5EFD9","Enzyme"
"Q9H013","Enzyme"
"Q9UKF2","Enzyme"
"Q5XF51","Enzyme"
"Q0P5B7","Enzyme"
"Q24093","Enzyme"
"Q0VC00","Enzyme"
"P38433","Enzyme"
"Q13496","Enzyme"
"Q9N589","Enzyme"
"Q9Z2C4","Enzyme"
"Q8WWY8","Enzyme"
"Q02401","Enzyme"
"Q91ZP3","Enzyme"
"Q9I2V0","Enzyme"
"Q9A716","Enzyme"
"Q9NR34","Enzyme"
"Q8BRK9","Enzyme"
"Q24451","Enzyme"
"Q5SRI9","Enzyme"
"A0A0B4K692","Enzyme"
"O97859","Enzyme"
"Q9UK23","Enzyme"
"Q5RAF4","Enzyme"
"Q66IV1","Enzyme"
"Q9NYA4","Enzyme"
"O05461","Enzyme"
"F4J3T8","Enzyme"
"O46084","Enzyme"
"Q66J01","Enzyme"
"P18200","Enzyme"
"P0A924","Enzyme"
"O60346","Enzyme"
"Q6ZVD8","Enzyme"
"Q99487","Enzyme"
"Q8UW59","Enzyme"
"Q3B8P0","Enzyme"
"Q14432","Enzyme"
"Q9JJY3","Enzyme"
"Q9NXE4","Enzyme"
"P53259","Enzyme"
"P32567","Enzyme"
"Q16549","Enzyme"
"Q9VFI9","Enzyme"
"Q86H13","Enzyme"
"H2QL32","Enzyme"
"P77172","Enzyme"
"Q765A7","Enzyme"
"Q9W495","Enzyme"
"Q8VCS0","Enzyme"
"P75906","Enzyme"
"Q08959","Enzyme"
"P9WIB3","Enzyme"
"P07271","Enzyme"
"Q866Y3","Enzyme"
"P97813","Enzyme"
"Q96BZ4","Enzyme"
"Q9C5Y0","Enzyme"
"Q11186","Enzyme"
"Q96AD5","Enzyme"
"O43688","Enzyme"
"P97544","Enzyme"
"Q7TME0","Enzyme"
"Q3TWL2","Enzyme"
"Q9FFZ1","Enzyme"
"Q04119","Enzyme"
"Q03674","Enzyme"
"Q9NQ66","Enzyme"
"Q99JE6","Enzyme"
"Q13393","Enzyme"
"P97570","Enzyme"
"Q0VBU9","Enzyme"
"Q8IY26","Enzyme"
"Q29RT8","Enzyme"
"Q6T4P5","Enzyme"
"B2RXZ1","Enzyme"
"P0AD42","Enzyme"
"P78562","Enzyme"
"Q9Y2B2","Enzyme"
"Q3TTY0","Enzyme"
"A2AP18","Enzyme"
"Q3E8Z8","Enzyme"
"Q39032","Enzyme"
"Q6NMA7","Enzyme"
"Q9P212","Enzyme"
"Q8N3E9","Enzyme"
"Q8K3R3","Enzyme"
"Q4KWH8","Enzyme"
"A1L1C2","Enzyme"
"P58766","Enzyme"
"P07000","Enzyme"
"Q9SV43","Enzyme"
"Q9NP80","Enzyme"
"O88956","Enzyme"
"Q8BJ52","Enzyme"
"Q9SMY6","Enzyme"
"Q5MFV8","Enzyme"
"P03316","Enzyme"
"Q90952","Enzyme"
"P24638","Enzyme"
"P08289","Enzyme"
"Q8BHN0","Enzyme"
"P53042","Enzyme"
"Q8IV08","Enzyme"
"A3KNW0","Enzyme"
"Q9C888","Enzyme"
"P93733","Enzyme"
"Q8NEB5","Enzyme"
"Q8VD52","Enzyme"
"Q8H0W1","Enzyme"
"P36874","Enzyme"
"P63328","Enzyme"
"O14156","Enzyme"
"Q10480","Enzyme"
"Q9CZX7","Enzyme"
"Q39033","Enzyme"
"Q9BRC7","Enzyme"
"Q8N2A8","Enzyme"
"Q8IY17","Enzyme"
"Q43867","Enzyme"
"Q9LUL8","Enzyme"
"Q6Z1J6","Enzyme"
"P54506","Enzyme"
"P00803","Enzyme"
"P15304","Enzyme"
"G5ED68","Enzyme"
"Q9HDV1","Enzyme"
"Q54ND5","Enzyme"
"F4J0W4","Enzyme"
"Q6NQL6","Enzyme"
"Q6P7A9","Enzyme"
"Q22712","Enzyme"
"Q13615","Enzyme"
"Q20930","Enzyme"
"P0C1T0","Enzyme"
"Q5RES1","Enzyme"
"Q9Y5R2","Enzyme"
"P33436","Enzyme"
"Q13724","Enzyme"
"Q9P7C3","Enzyme"
"P32906","Enzyme"
"Q9FG93","Enzyme"
"Q0P5M8","Enzyme"
"P0AD65","Enzyme"
"P51511","Enzyme"
"O88272","Enzyme"
"Q9JHI0","Enzyme"
"Q4W6B5","Enzyme"
"Q9XT96","Enzyme"
"P35233","Enzyme"
"Q8HXW5","Enzyme"
"Q07800","Enzyme"
"P9WHW5","Enzyme"
"P34137","Enzyme"
"P15309","Enzyme"
"Q9QYZ9","Enzyme"
"Q7RTY9","Enzyme"
"Q9BZG2","Enzyme"
"P0AFL6","Enzyme"
"F2YMG0","Enzyme"
"Q16651","Enzyme"
"P24822","Enzyme"
"P11491","Enzyme"
"Q9D9M0","Enzyme"
"O75688","Enzyme"
"O15355","Enzyme"
"Q84XU2","Enzyme"
"P44828","Enzyme"
"Q920S2","Enzyme"
"P24158","Enzyme"
"O07003","Enzyme"
"Q04396","Enzyme"
"O24866","Enzyme"
"O84467","Enzyme"
"P27046","Enzyme"
"Q9ZU49","Enzyme"
"Q8LFD1","Enzyme"
"Q6NLA5","Enzyme"
"P53624","Enzyme"
"O02773","Enzyme"
"Q18788","Enzyme"
"Q9KS12","Enzyme"
"Q9HVM5","Enzyme"
"O43451","Enzyme"
"O35678","Enzyme"
"P11602","Enzyme"
"P54318","Enzyme"
"Q14703","Enzyme"
"A0QNZ7","Enzyme"
"Q6XZB0","Enzyme"
"P25894","Enzyme"
"Q92539","Enzyme"
"P00804","Enzyme"
"O43462","Enzyme"
"Q8R500","Enzyme"
"O94305","Enzyme"
"P9WMT1","Enzyme"
"Q5F499","Enzyme"
"Q8WWR8","Enzyme"
"G5EFI7","Enzyme"
"Q9Y2G1","Enzyme"
"Q9UQQ1","Enzyme"
"Q18411","Enzyme"
"Q96E52","Enzyme"
"P25353","Enzyme"
"D3ZGS3","Enzyme"
"P36163","Enzyme"
"P0A434","Enzyme"
"P46011","Enzyme"
"P0A921","Enzyme"
"Q04592","Enzyme"
"P29122","Enzyme"
"P27815","Enzyme"
"P16499","Enzyme"
"O59747","Enzyme"
"P49597","Enzyme"
"Q7WD07","Enzyme"
"P49599","Enzyme"
"P14423","Enzyme"
"P46014","Enzyme"
"P97391","Enzyme"
"Q9UP65","Enzyme"
"Q50L43","Enzyme"
"Q50L42","Enzyme"
"Q50L41","Enzyme"
"P0C871","Enzyme"
"Q9NZ20","Enzyme"
"Q9HVD1","Enzyme"
"Q8LET2","Enzyme"
"Q9SRQ7","Enzyme"
"P39997","Enzyme"
"F1QG30","Enzyme"
"Q04958","Enzyme"
"P28321","Enzyme"
"A0A0K8P8E7","Enzyme"
"Q9SXC9","Enzyme"
"Q9VV72","Enzyme"
"Q8IMX7","Enzyme"
"Q8H116","Enzyme"
"P53379","Enzyme"
"Q9ULZ9","Enzyme"
"Q3U435","Enzyme"
"G5EGM1","Enzyme"
"Q12205","Enzyme"
"Q93Y37","Enzyme"
"P28826","Enzyme"
"P0AFS9","Enzyme"
"Q21815","Enzyme"
"P0AFV4","Enzyme"
"B3PC73","Enzyme"
"P0AD70","Enzyme"
"O57579","Enzyme"
"P04825","Enzyme"
"Q2KJI7","Enzyme"
"Q9RGX8","Enzyme"
"Q8R534","Enzyme"
"Q55320","Enzyme"
"P75820","Enzyme"
"O80885","Enzyme"
"O80452","Enzyme"
"Q6Q4G3","Enzyme"
"Q09840","Enzyme"
"Q9Y7S9","Enzyme"
"Q9M9A8","Enzyme"
"Q8VYV9","Enzyme"
"O42918","Enzyme"
"Q53RT3","Enzyme"
"O23507","Enzyme"
"Q9ZUJ5","Enzyme"
"Q1LV46","Enzyme"
"Q9VIP7","Enzyme"
"P46116","Enzyme"
"Q6PCB6","Enzyme"
"P96793","Enzyme"
"Q9NRR2","Enzyme"
"Q0IIF7","Enzyme"
"A4QNN3","Enzyme"
"Q80U87","Enzyme"
"P23356","Enzyme"
"Q3UJD6","Enzyme"
"Q8NFA0","Enzyme"
"P40818","Enzyme"
"Q94218","Enzyme"
"H9JAQ7","Enzyme"
"Q9BG99","Enzyme"
"Q9SB51","Enzyme"
"Q5U349","Enzyme"
"P32571","Enzyme"
"Q9W462","Enzyme"
"O32001","Enzyme"
"O60162","Enzyme"
"P40009","Enzyme"
"Q06325","Enzyme"
"P75806","Enzyme"
"Q96TA2","Enzyme"
"P93303","Enzyme"
"Q07804","Enzyme"
"Q9Y827","Enzyme"
"Q12303","Enzyme"
"Q57837","Enzyme"
"Q07950","Enzyme"
"Q08448","Enzyme"
"P38298","Enzyme"
"P40583","Enzyme"
"Q9V576","Enzyme"
"Q9LM66","Enzyme"
"P0A8Z3","Enzyme"
"O43895","Enzyme"
"P0C6V1","Enzyme"
"P21513","Enzyme"
"O31774","Enzyme"
"Q01062","Enzyme"
"Q13370","Enzyme"
"Q96HS1","Enzyme"
"P18031","Enzyme"
"P29074","Enzyme"
"Q9W0G1","Enzyme"
"O02194","Enzyme"
"G5EE01","Enzyme"
"P18052","Enzyme"
"P08575","Enzyme"
"P23470","Enzyme"
"Q9W6V5","Enzyme"
"Q12913","Enzyme"
"Q62656","Enzyme"
"P26045","Enzyme"
"P54829","Enzyme"
"P35832","Enzyme"
"Q8WUK0","Enzyme"
"P23467","Enzyme"
"P23469","Enzyme"
"Q0IHQ9","Enzyme"
"Q8T9S7","Enzyme"
"Q86BN8","Enzyme"
"Q9HD43","Enzyme"
"H2KZM6","Enzyme"
"Q6DH46","Enzyme"
"Q5D1E8","Enzyme"
"P0AEZ7","Enzyme"
"Q2NKS0","Enzyme"
"Q4QTJ2","Enzyme"
"P0A7J0","Enzyme"
"P10796","Enzyme"
"P39707","Enzyme"
"Q5R4G0","Enzyme"
"Q54RV9","Enzyme"
"Q3T169","Enzyme"
"Q9V7Y2","Enzyme"
"P16658","Enzyme"
"Q9WVT6","Enzyme"
"P48284","Enzyme"
"Q7Y0C8","Enzyme"
"O43570","Enzyme"
"P00920","Enzyme"
"Q9XU42","Enzyme"
"P42043","Enzyme"
"P16622","Enzyme"
"Q8TB92","Enzyme"
"Q3YA36","Enzyme"
"Q9V9S8","Enzyme"
"Q5VWC8","Enzyme"
"Q8VZB2","Enzyme"
"B0YJ81","Enzyme"
"P40857","Enzyme"
"P51842","Enzyme"
"Q5NVQ2","Enzyme"
"Q6GNB5","Enzyme"
"Q9D3B1","Enzyme"
"P55203","Enzyme"
"P51839","Enzyme"
"Q553Y7","Enzyme"
"K4CF70","Enzyme"
"Q9C6B3","Enzyme"
"P27140","Enzyme"
"Q94CE4","Enzyme"
"P22748","Enzyme"
"P27380","Enzyme"
"P0C960","Enzyme"
"P25696","Enzyme"
"Q55F68","Enzyme"
"Q8I4N4","Enzyme"
"P69910","Enzyme"
"Q05329","Enzyme"
"P06182","Enzyme"
"A5PJG7","Enzyme"
"Q16790","Enzyme"
"G4WJD4","Enzyme"
"P32870","Enzyme"
"Q03100","Enzyme"
"P95619","Enzyme"
"P9WQ35","Enzyme"
"Q03101","Enzyme"
"A0A0A1GNF2","Enzyme"
"P19754","Enzyme"
"Q08462","Enzyme"
"P40145","Enzyme"
"Q8VHH7","Enzyme"
"P51830","Enzyme"
"Q8NFM4","Enzyme"
"P30803","Enzyme"
"P51829","Enzyme"
"Q8C0T9","Enzyme"
"D3ZAW2","Enzyme"
"P09194","Enzyme"
"P41052","Enzyme"
"P0C066","Enzyme"
"P53037","Enzyme"
"F4KAK5","Enzyme"
"Q84V22","Enzyme"
"Q9V5E1","Enzyme"
"P28306","Enzyme"
"P0A935","Enzyme"
"P0AGC5","Enzyme"
"Q9VW60","Enzyme"
"Q9LLB0","Enzyme"
"P38435","Enzyme"
"Q9LZI2","Enzyme"
"Q6DF08","Enzyme"
"P0AAB4","Enzyme"
"Q8L940","Enzyme"
"P39006","Enzyme"
"P0A8K1","Enzyme"
"P30414","Enzyme"
"Q93YN0","Enzyme"
"O06836","Enzyme"
"Q8BXZ1","Enzyme"
"P36423","Enzyme"
"E2IUB0","Enzyme"
"P32472","Enzyme"
"P62943","Enzyme"
"Q2YDL5","Enzyme"
"P26885","Enzyme"
"Q54N80","Enzyme"
"Q8X7P7","Enzyme"
"Q14318","Enzyme"
"Q9EPS3","Enzyme"
"Q9M0B6","Enzyme"
"P32352","Enzyme"
"Q8BLN5","Enzyme"
"P38604","Enzyme"
"P0C2H4","Enzyme"
"P70245","Enzyme"
"P40557","Enzyme"
"Q8IZU8","Enzyme"
"Q9SA77","Enzyme"
"Q8LDP4","Enzyme"
"Q8S4R4","Enzyme"
"B0R753","Enzyme"
"Q9C835","Enzyme"
"Q9LIK6","Enzyme"
"P15425","Enzyme"
"Q38932","Enzyme"
"Q8GSJ6","Enzyme"
"P09102","Enzyme"
"Q63081","Enzyme"
"Q8BWM0","Enzyme"
"Q9ASS6","Enzyme"
"P00950","Enzyme"
"P0ADY1","Enzyme"
"Q95L14","Enzyme"
"F1RE08","Enzyme"
"Q81TU1","Enzyme"
"Q81QT1","Enzyme"
"Q81U45","Enzyme"
"Q8ZKP8","Enzyme"
"P74167","Enzyme"
"Q7DMA9","Enzyme"
"P0AFI2","Enzyme"
"P40126","Enzyme"
"Q9SAC0","Enzyme"
"Q43157","Enzyme"
"Q7ZUC7","Enzyme"
"O35074","Enzyme"
"O97921","Enzyme"
"P36101","Enzyme"
"O88561","Enzyme"
"P38756","Enzyme"
"Q46927","Enzyme"
"Q8LPS1","Enzyme"
"Q05932","Enzyme"
"P38137","Enzyme"
"O13492","Enzyme"
"F4J2K2","Enzyme"
"Q55DR6","Enzyme"
"A4YDT1","Enzyme"
"P38135","Enzyme"
"Q08645","Enzyme"
"P9WQ45","Enzyme"
"P53260","Enzyme"
"P9WQ37","Enzyme"
"Q9FNB0","Enzyme"
"Q2XU92","Enzyme"
"P41216","Enzyme"
"Q9CZW4","Enzyme"
"Q00955","Enzyme"
"O00763","Enzyme"
"P25051","Enzyme"
"P28650","Enzyme"
"Q9Z1P4","Receptor"
"O75197","Receptor"
"Q14114","Receptor"
"Q9ES57","Receptor"
"Q9W534","Receptor"
"Q9Y561","Receptor"
"Q91ZX7","Receptor"
"P98158","Receptor"
"Q8VI56","Receptor"
"Q92692","Receptor"
"E7FE13","Receptor"
"Q8K5E0","Receptor"
"A2AR95","Receptor"
"Q86VZ4","Receptor"
"Q9JI18","Receptor"
"Q865K9","Receptor"
"Q9R0Q2","Receptor"
"Q5IJ49","Receptor"
"Q8MJ88","Receptor"
"Q8BNJ6","Receptor"
"Q01705","Receptor"
"Q9QW30","Receptor"
"Q9UM47","Receptor"
"O14786","Receptor"
"O60462","Receptor"
"P61484","Receptor"
"Q07444","Receptor"
"O54799","Receptor"
"O55040","Receptor"
"Q59E83","Receptor"
"P50391","Receptor"
"O70342","Receptor"
"Q63384","Receptor"
"Q5DUB3","Receptor"
"P21452","Receptor"
"P25929","Receptor"
"P97295","Receptor"
"Q6AXS4","Receptor"
"P47803","Receptor"
"Q8BGE9","Receptor"
"Q7TQP4","Receptor"
"Q14108","Receptor"
"Q7M720","Receptor"
"Q9NYV7","Receptor"
"P59534","Receptor"
"Q9NYW5","Receptor"
"Q6R2J8","Receptor"
"Q7TQA6","Receptor"
"Q2AB83","Receptor"
"P59551","Receptor"
"B6A8C7","Receptor"
"Q6IYF9","Receptor"
"Q5QNP2","Receptor"
"Q5QD12","Receptor"
"Q5QD14","Receptor"
"Q8NFJ5","Receptor"
"P86148","Receptor"
"P83858","Receptor"
"C0H5F4","Receptor"
"Q61009","Receptor"
"P23811","Receptor"
"Q6R6I7","Receptor"
"Q8WXD0","Receptor"
"A5PJQ2","Receptor"
"O02213","Receptor"
"Q9N0E3","Receptor"
"O95136","Receptor"
"Q9Z0L1","Receptor"
"Q91X56","Receptor"
"Q04164","Receptor"
"Q99500","Receptor"
"P48303","Receptor"
"Q9R0C9","Receptor"
"Q9Y5M8","Receptor"
"P30873","Receptor"
"P30874","Receptor"
"P30935","Receptor"
